case,group,work_id,direction,method,score,stego,ordinary,exact_recovery,failed_transmission,trace_id,matched_sha256,matched_artifact
HT1-row1-arithmetic,HT1-row1,f0f0176bdcae18b9995013a7a336978ba0ceaa182cda6de4aad958965f55a7fa,text-to-image,arithmetic,surprisal_bits_mean,3.559587488739819,3.932686589505168,True,False,control-HT1-row1,7b18976c260516a009fbdce5cdc7b3e83431ec9715c62066d6d16d3b754daa9e,controls/control-HT1-row1/carrier.png
HT1-row1-arithmetic,HT1-row1,f0f0176bdcae18b9995013a7a336978ba0ceaa182cda6de4aad958965f55a7fa,text-to-image,arithmetic,log_rank_mean,2.0613777703535474,2.3481461705557916,True,False,control-HT1-row1,7b18976c260516a009fbdce5cdc7b3e83431ec9715c62066d6d16d3b754daa9e,controls/control-HT1-row1/carrier.png
HI2-prompt1-fixed,HI2-prompt1,87f29ea7a8099c0ee8f2cef1b1d1a7140d6aaeb7d4be6969adfee64955f3417f,image-to-text,fixed,surprisal_bits_mean,5.476476016910736,1.128800567303661,True,False,control-HI2-prompt1,ad034d764f0a08931ff3119b7acf833aaa4486eb0b7a5afb9056fa1be23a44e0,controls/control-HI2-prompt1/prefix-616.txt
HI2-prompt1-fixed,HI2-prompt1,87f29ea7a8099c0ee8f2cef1b1d1a7140d6aaeb7d4be6969adfee64955f3417f,image-to-text,fixed,log_rank_mean,2.693501296935198,0.4484116077175609,True,False,control-HI2-prompt1,ad034d764f0a08931ff3119b7acf833aaa4486eb0b7a5afb9056fa1be23a44e0,controls/control-HI2-prompt1/prefix-616.txt
HI2-prompt1-gated,HI2-prompt1,f0e9b9c684b3d1dcf4f0a71906777d806061a20a1181b31616cfd4c2098b66a1,image-to-text,gated,surprisal_bits_mean,5.269593020671477,1.103826999045138,True,False,control-HI2-prompt1,e75263efc1b3933b1861e6ccb611476dc75932831fbfd5567d69a273d718c919,controls/control-HI2-prompt1/prefix-643.txt
HI2-prompt1-gated,HI2-prompt1,f0e9b9c684b3d1dcf4f0a71906777d806061a20a1181b31616cfd4c2098b66a1,image-to-text,gated,log_rank_mean,2.578791736259488,0.43565853957951167,True,False,control-HI2-prompt1,e75263efc1b3933b1861e6ccb611476dc75932831fbfd5567d69a273d718c919,controls/control-HI2-prompt1/prefix-643.txt
HI2-prompt1-arithmetic,HI2-prompt1,d5db2e2018b6f9857a9dd1039ffe9449903f8eb0455eed6c77797f4ddcf1ab56,image-to-text,arithmetic,surprisal_bits_mean,0.7418561112549907,0.8112823141957499,False,True,control-HI2-prompt1,5a6ff3feb4896349256c3c3748136bba7337ff99488da63d1cafbce3db3be7d0,controls/control-HI2-prompt1/prefix-2048.txt
HI2-prompt1-arithmetic,HI2-prompt1,d5db2e2018b6f9857a9dd1039ffe9449903f8eb0455eed6c77797f4ddcf1ab56,image-to-text,arithmetic,log_rank_mean,0.2543084675766087,0.30589507610790695,False,True,control-HI2-prompt1,5a6ff3feb4896349256c3c3748136bba7337ff99488da63d1cafbce3db3be7d0,controls/control-HI2-prompt1/prefix-2048.txt
HT2-row1-fixed,HT2-row1,46417946d688e8b8609f2d50596f238be14aa8b6cf5937cee4c082694d963144,text-to-image,fixed,surprisal_bits_mean,4.135280443193882,3.5292284837117527,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HT2-row1-fixed,HT2-row1,46417946d688e8b8609f2d50596f238be14aa8b6cf5937cee4c082694d963144,text-to-image,fixed,log_rank_mean,2.4022955070583283,2.0076462812326494,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HT2-row1-gated,HT2-row1,dc692472a1300d78dd1e20bff0b3d78b29e3eeee9f7986c749c447724570c860,text-to-image,gated,surprisal_bits_mean,3.977724318721515,3.5292284837117527,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HT2-row1-gated,HT2-row1,dc692472a1300d78dd1e20bff0b3d78b29e3eeee9f7986c749c447724570c860,text-to-image,gated,log_rank_mean,2.2970463506966663,2.0076462812326494,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HT2-row1-arithmetic,HT2-row1,14b43f3981279983c587fe2cb93b71902a6a845e2cddcbc719a75a04fb2d805d,text-to-image,arithmetic,surprisal_bits_mean,3.9038926141353287,3.5292284837117527,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HT2-row1-arithmetic,HT2-row1,14b43f3981279983c587fe2cb93b71902a6a845e2cddcbc719a75a04fb2d805d,text-to-image,arithmetic,log_rank_mean,2.3290697712809507,2.0076462812326494,True,False,control-HT2-row1,eabcfc07f75d264eeb993168a238e6ba8cd7968a745fec98d5db7892004df81d,controls/control-HT2-row1/carrier.png
HI3-prompt1-fixed,HI3-prompt1,9dd9bf86208a160f5982c721d67159c266f45caeb9f4e55a0691d19e51e7766f,image-to-text,fixed,surprisal_bits_mean,5.529316687912249,1.227237778405456,True,False,control-HI3-prompt1,5e0c62d448fb471c52dcf9e8bfc285eee8999628ae33cdde104eec3b1c006610,controls/control-HI3-prompt1/prefix-616.txt
HI3-prompt1-fixed,HI3-prompt1,9dd9bf86208a160f5982c721d67159c266f45caeb9f4e55a0691d19e51e7766f,image-to-text,fixed,log_rank_mean,2.6951978130074625,0.4892812374068344,True,False,control-HI3-prompt1,5e0c62d448fb471c52dcf9e8bfc285eee8999628ae33cdde104eec3b1c006610,controls/control-HI3-prompt1/prefix-616.txt
HI3-prompt1-gated,HI3-prompt1,e9b60b6e898c1e8784104db5123257d2f70094baa74965447e49e601abc88e6d,image-to-text,gated,surprisal_bits_mean,4.963928887010442,1.1961403518979914,True,False,control-HI3-prompt1,bac8e9e4f961c83427fb31fa8887b70e1ed5af577e63c659141135f6df7e7ffa,controls/control-HI3-prompt1/prefix-649.txt
HI3-prompt1-gated,HI3-prompt1,e9b60b6e898c1e8784104db5123257d2f70094baa74965447e49e601abc88e6d,image-to-text,gated,log_rank_mean,2.535718409255142,0.4730987649189287,True,False,control-HI3-prompt1,bac8e9e4f961c83427fb31fa8887b70e1ed5af577e63c659141135f6df7e7ffa,controls/control-HI3-prompt1/prefix-649.txt
HI3-prompt1-arithmetic,HI3-prompt1,68a7f4dc09fe5aa9f45615b24b95de7097cdf2ceed3c550abe3472445fcb0536,image-to-text,arithmetic,surprisal_bits_mean,0.64459555517866,0.8064186789332676,False,True,control-HI3-prompt1,93df86a6de1bd3794f18d42573781835eff4e1f7c6b01cd13b00bfc71666bf91,controls/control-HI3-prompt1/prefix-2048.txt
HI3-prompt1-arithmetic,HI3-prompt1,68a7f4dc09fe5aa9f45615b24b95de7097cdf2ceed3c550abe3472445fcb0536,image-to-text,arithmetic,log_rank_mean,0.23155999137191952,0.28939069668929435,False,True,control-HI3-prompt1,93df86a6de1bd3794f18d42573781835eff4e1f7c6b01cd13b00bfc71666bf91,controls/control-HI3-prompt1/prefix-2048.txt
HT3-row1-fixed,HT3-row1,5b1c8fd03dacbd9d9bbe73e99b409ea1c607c7c042b6c449c5cd0d6c1395aa5b,text-to-image,fixed,surprisal_bits_mean,3.7925659868281274,3.889779065921605,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HT3-row1-fixed,HT3-row1,5b1c8fd03dacbd9d9bbe73e99b409ea1c607c7c042b6c449c5cd0d6c1395aa5b,text-to-image,fixed,log_rank_mean,2.13190312732912,2.2427980073511335,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HT3-row1-gated,HT3-row1,17207dd9e39dc4e41af53bcf8daa23bb62a6a5adc8b55cc8378b390186a1111d,text-to-image,gated,surprisal_bits_mean,4.077407771356033,3.889779065921605,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HT3-row1-gated,HT3-row1,17207dd9e39dc4e41af53bcf8daa23bb62a6a5adc8b55cc8378b390186a1111d,text-to-image,gated,log_rank_mean,2.3594051752686536,2.2427980073511335,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HT3-row1-arithmetic,HT3-row1,8bfbf276812057c0ff6fcab23c3e82a2a6b8d42d9720e279d9d659a870b6d9f8,text-to-image,arithmetic,surprisal_bits_mean,3.5544167908549134,3.889779065921605,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HT3-row1-arithmetic,HT3-row1,8bfbf276812057c0ff6fcab23c3e82a2a6b8d42d9720e279d9d659a870b6d9f8,text-to-image,arithmetic,log_rank_mean,2.0077068121016017,2.2427980073511335,True,False,control-HT3-row1,a97d708ec9480efa7d439b315a20639e79772ebe2a34fb05e10b97dd888b00a5,controls/control-HT3-row1/carrier.png
HI4-prompt1-fixed,HI4-prompt1,2b1e828c726d7549d9334b62ac18c6492d985b791f02c3f61d01d3caf3c5b05b,image-to-text,fixed,surprisal_bits_mean,5.60085705314701,1.5149632705723002,True,False,control-HI4-prompt1,5344c9aaa273af4307c35033f97986decd3ab9579ac901b57d1e0195056e4503,controls/control-HI4-prompt1/prefix-616.txt
HI4-prompt1-fixed,HI4-prompt1,2b1e828c726d7549d9334b62ac18c6492d985b791f02c3f61d01d3caf3c5b05b,image-to-text,fixed,log_rank_mean,2.6629496897044596,0.6003418565128739,True,False,control-HI4-prompt1,5344c9aaa273af4307c35033f97986decd3ab9579ac901b57d1e0195056e4503,controls/control-HI4-prompt1/prefix-616.txt
HI4-prompt1-gated,HI4-prompt1,f20a59fa97ccb40f6783adb7df4385951a802e015cadc19a8bb3884753650e44,image-to-text,gated,surprisal_bits_mean,4.7229101720221225,1.4710510438213897,True,False,control-HI4-prompt1,f6f1bfa41bd61f198cf8970c55da3b733a8e1ba3560d793cf13ecda689be7c72,controls/control-HI4-prompt1/prefix-691.txt
HI4-prompt1-gated,HI4-prompt1,f20a59fa97ccb40f6783adb7df4385951a802e015cadc19a8bb3884753650e44,image-to-text,gated,log_rank_mean,2.3303665960711384,0.5944578393357567,True,False,control-HI4-prompt1,f6f1bfa41bd61f198cf8970c55da3b733a8e1ba3560d793cf13ecda689be7c72,controls/control-HI4-prompt1/prefix-691.txt
HI4-prompt1-arithmetic,HI4-prompt1,68818e218074bffa3bf00df4fbf6a70f9b671837c3cb3d12615d4cf0fd59d158,image-to-text,arithmetic,surprisal_bits_mean,0.44353017823212343,1.198885726882379,False,True,control-HI4-prompt1,bcc3b632521e2498ab517cdb88547115b5ff8d641d221d994568af5eabc889fb,controls/control-HI4-prompt1/prefix-2048.txt
HI4-prompt1-arithmetic,HI4-prompt1,68818e218074bffa3bf00df4fbf6a70f9b671837c3cb3d12615d4cf0fd59d158,image-to-text,arithmetic,log_rank_mean,0.16243253285675524,0.4915835758663738,False,True,control-HI4-prompt1,bcc3b632521e2498ab517cdb88547115b5ff8d641d221d994568af5eabc889fb,controls/control-HI4-prompt1/prefix-2048.txt
HT4-row1-fixed,HT4-row1,7ca382635c91a0f9224cf1dd847ce26fd6aace78767bce090fb3c34995a81d3a,text-to-image,fixed,surprisal_bits_mean,4.105187184330974,3.6970772412541892,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HT4-row1-fixed,HT4-row1,7ca382635c91a0f9224cf1dd847ce26fd6aace78767bce090fb3c34995a81d3a,text-to-image,fixed,log_rank_mean,2.3998278730642837,2.0859736085863942,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HT4-row1-gated,HT4-row1,be402eca787fa34d31cf00d20b0197fd4f97ba93402dca5a6a314a0b2fb99590,text-to-image,gated,surprisal_bits_mean,4.049114774963166,3.6970772412541892,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HT4-row1-gated,HT4-row1,be402eca787fa34d31cf00d20b0197fd4f97ba93402dca5a6a314a0b2fb99590,text-to-image,gated,log_rank_mean,2.347002896048738,2.0859736085863942,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HT4-row1-arithmetic,HT4-row1,04d00a94410f55225b3213b610d6238cee23f0fddd01812b0733e70ec4eb5f02,text-to-image,arithmetic,surprisal_bits_mean,3.7223576988172664,3.6970772412541892,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HT4-row1-arithmetic,HT4-row1,04d00a94410f55225b3213b610d6238cee23f0fddd01812b0733e70ec4eb5f02,text-to-image,arithmetic,log_rank_mean,2.147530637023241,2.0859736085863942,True,False,control-HT4-row1,0e3ce8710c1ba557c5b4742bc15d304f1ec291a8113785583c6d0ba152108d68,controls/control-HT4-row1/carrier.png
HI5-prompt1-fixed,HI5-prompt1,780e0e858730045131eec6abfe2dc35a5c6c674d87b81af7672d63f679e37f4e,image-to-text,fixed,surprisal_bits_mean,5.5653719500352645,0.9570380013265671,True,False,control-HI5-prompt1,511d32b7567eb63c7348dd3dc2f11cdc2e9823a559b7470e222ce5e0e1fdf94f,controls/control-HI5-prompt1/prefix-616.txt
HI5-prompt1-fixed,HI5-prompt1,780e0e858730045131eec6abfe2dc35a5c6c674d87b81af7672d63f679e37f4e,image-to-text,fixed,log_rank_mean,2.7830790446217435,0.3539258638065557,True,False,control-HI5-prompt1,511d32b7567eb63c7348dd3dc2f11cdc2e9823a559b7470e222ce5e0e1fdf94f,controls/control-HI5-prompt1/prefix-616.txt
HI5-prompt1-gated,HI5-prompt1,011d72dc1129b76f7abbc457b0167a634a0065ab2f9ee61b7c218c00c8e94392,image-to-text,gated,surprisal_bits_mean,5.168115600325245,0.933572760408909,True,False,control-HI5-prompt1,eaf8bf736f210d323d3d19a0954e305d12ef94fbc84a333667fd2c232af20ada,controls/control-HI5-prompt1/prefix-666.txt
HI5-prompt1-gated,HI5-prompt1,011d72dc1129b76f7abbc457b0167a634a0065ab2f9ee61b7c218c00c8e94392,image-to-text,gated,log_rank_mean,2.458342615819333,0.3419200778122814,True,False,control-HI5-prompt1,eaf8bf736f210d323d3d19a0954e305d12ef94fbc84a333667fd2c232af20ada,controls/control-HI5-prompt1/prefix-666.txt
HI5-prompt1-arithmetic,HI5-prompt1,59e921f2d567d6d0d7610b0590d88389b8340d360a5a8fa053a9bf5f6472a6cb,image-to-text,arithmetic,surprisal_bits_mean,1.0574310824561854,0.7056674150631727,False,True,control-HI5-prompt1,46965fb80660bece21f5dbac0795ea0c38b66e9a313e9620f90ccd1910a2bc41,controls/control-HI5-prompt1/prefix-2048.txt
HI5-prompt1-arithmetic,HI5-prompt1,59e921f2d567d6d0d7610b0590d88389b8340d360a5a8fa053a9bf5f6472a6cb,image-to-text,arithmetic,log_rank_mean,0.3935748847056353,0.2511142667841162,False,True,control-HI5-prompt1,46965fb80660bece21f5dbac0795ea0c38b66e9a313e9620f90ccd1910a2bc41,controls/control-HI5-prompt1/prefix-2048.txt
HT5-row1-fixed,HT5-row1,90eb544705226d349bafa4affd3f78100afe42215d9878bb4cbf8d600952537f,text-to-image,fixed,surprisal_bits_mean,4.311485958104281,4.160398412761646,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HT5-row1-fixed,HT5-row1,90eb544705226d349bafa4affd3f78100afe42215d9878bb4cbf8d600952537f,text-to-image,fixed,log_rank_mean,2.5423549878068634,2.5089783901558627,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HT5-row1-gated,HT5-row1,71a0478b799aeb202be7b7c2c6e2e7d0b17c2d5bddcf5e2c683385603ab3c680,text-to-image,gated,surprisal_bits_mean,4.039515721027695,4.160398412761646,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HT5-row1-gated,HT5-row1,71a0478b799aeb202be7b7c2c6e2e7d0b17c2d5bddcf5e2c683385603ab3c680,text-to-image,gated,log_rank_mean,2.357641198326735,2.5089783901558627,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HT5-row1-arithmetic,HT5-row1,56ec2f671d1217a915af7fb0f8ce02a8c5d81816bc7ba0f81e7bf0e80725c098,text-to-image,arithmetic,surprisal_bits_mean,4.155423781142175,4.160398412761646,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HT5-row1-arithmetic,HT5-row1,56ec2f671d1217a915af7fb0f8ce02a8c5d81816bc7ba0f81e7bf0e80725c098,text-to-image,arithmetic,log_rank_mean,2.4939001073803397,2.5089783901558627,True,False,control-HT5-row1,905e554a96871ce27e722783b02148a1ef65b10ec02450f3de6b3a3612b342c0,controls/control-HT5-row1/carrier.png
HI6-prompt1-fixed,HI6-prompt1,5f2d624e0b3ab1c87f885d819862930dae33cbe4479018c1141b47d5ddb2ff6f,image-to-text,fixed,surprisal_bits_mean,5.32225370222922,1.1335739518761263,True,False,control-HI6-prompt1,d52940f08cda52b1a9b3d47c0d9b0903509a17c42ed6490ddcc950835f22fa2d,controls/control-HI6-prompt1/prefix-616.txt
HI6-prompt1-fixed,HI6-prompt1,5f2d624e0b3ab1c87f885d819862930dae33cbe4479018c1141b47d5ddb2ff6f,image-to-text,fixed,log_rank_mean,2.6874831436424627,0.41189332569046916,True,False,control-HI6-prompt1,d52940f08cda52b1a9b3d47c0d9b0903509a17c42ed6490ddcc950835f22fa2d,controls/control-HI6-prompt1/prefix-616.txt
HI6-prompt1-gated,HI6-prompt1,6654954696e537963c940b1cb8a1b5de88f814835978c248583e46f8b0a2b4ae,image-to-text,gated,surprisal_bits_mean,5.16353263941999,1.116244737331632,True,False,control-HI6-prompt1,c5f2be6fc6c901ff175010f7905db5ee4de52a97c132abd45d9bf1bc9271dcb8,controls/control-HI6-prompt1/prefix-650.txt
HI6-prompt1-gated,HI6-prompt1,6654954696e537963c940b1cb8a1b5de88f814835978c248583e46f8b0a2b4ae,image-to-text,gated,log_rank_mean,2.4872190188965524,0.40617183206798646,True,False,control-HI6-prompt1,c5f2be6fc6c901ff175010f7905db5ee4de52a97c132abd45d9bf1bc9271dcb8,controls/control-HI6-prompt1/prefix-650.txt
HI6-prompt1-arithmetic,HI6-prompt1,4c45ce931ba1b0e8cbd1fdbbf4c08ac36a945c44d8e08c8462a0cf41b615a6d1,image-to-text,arithmetic,surprisal_bits_mean,0.9468526839717448,0.7132287474410016,False,True,control-HI6-prompt1,58fce32bab267691cc1040cbc053a6ad473b132f0e994bd36fe68d39f0c1161c,controls/control-HI6-prompt1/prefix-2048.txt
HI6-prompt1-arithmetic,HI6-prompt1,4c45ce931ba1b0e8cbd1fdbbf4c08ac36a945c44d8e08c8462a0cf41b615a6d1,image-to-text,arithmetic,log_rank_mean,0.3635892682580858,0.2501164722182052,False,True,control-HI6-prompt1,58fce32bab267691cc1040cbc053a6ad473b132f0e994bd36fe68d39f0c1161c,controls/control-HI6-prompt1/prefix-2048.txt
HT6-row1-fixed,HT6-row1,826a5c3ee5a8ce776a58e3f0861e6cd3174d3892b20bb176d9e34d52fb2bfa05,text-to-image,fixed,surprisal_bits_mean,4.110237834200498,3.558352731010522,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HT6-row1-fixed,HT6-row1,826a5c3ee5a8ce776a58e3f0861e6cd3174d3892b20bb176d9e34d52fb2bfa05,text-to-image,fixed,log_rank_mean,2.3945578941405232,2.0402128689165737,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HT6-row1-gated,HT6-row1,12baec80cdab0db31c6f15dd64707c67065d155819053816863a5eecabc0e45a,text-to-image,gated,surprisal_bits_mean,3.9985657400949126,3.558352731010522,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HT6-row1-gated,HT6-row1,12baec80cdab0db31c6f15dd64707c67065d155819053816863a5eecabc0e45a,text-to-image,gated,log_rank_mean,2.3040186083962917,2.0402128689165737,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HT6-row1-arithmetic,HT6-row1,7c041c5e587289510f72802e2bac035be890e06229aae5aa3442b365d36a2fe1,text-to-image,arithmetic,surprisal_bits_mean,3.53269014534262,3.558352731010522,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HT6-row1-arithmetic,HT6-row1,7c041c5e587289510f72802e2bac035be890e06229aae5aa3442b365d36a2fe1,text-to-image,arithmetic,log_rank_mean,2.0568876883029845,2.0402128689165737,True,False,control-HT6-row1,39461c139b5a71285b25360ab722ce7d10bed390dfe76dbef52fe14b3b596450,controls/control-HT6-row1/carrier.png
HI7-prompt1-fixed,HI7-prompt1,ac0f3c38429cdf470f4ec55b5b8bfdc98b84e271a2bc76ce86667252c029c89c,image-to-text,fixed,surprisal_bits_mean,5.901623243266278,1.238875084464744,True,False,control-HI7-prompt1,4a94882d342a3c04f1625a45fa34b0c9b007e25d1388b9aaaaa69aee4e23698c,controls/control-HI7-prompt1/prefix-616.txt
HI7-prompt1-fixed,HI7-prompt1,ac0f3c38429cdf470f4ec55b5b8bfdc98b84e271a2bc76ce86667252c029c89c,image-to-text,fixed,log_rank_mean,2.7782048093360565,0.4693262744525399,True,False,control-HI7-prompt1,4a94882d342a3c04f1625a45fa34b0c9b007e25d1388b9aaaaa69aee4e23698c,controls/control-HI7-prompt1/prefix-616.txt
HI7-prompt1-gated,HI7-prompt1,38b3895e45ba7496caaac8315b41b04d90090a719939b8d9d727d4a4b6e69419,image-to-text,gated,surprisal_bits_mean,5.441398456607314,1.3100591064657137,True,False,control-HI7-prompt1,bc6220578d25f44751f4cb64b47a0c2f5a4831b6bc72787e0f7f90a4031628a8,controls/control-HI7-prompt1/prefix-633.txt
HI7-prompt1-gated,HI7-prompt1,38b3895e45ba7496caaac8315b41b04d90090a719939b8d9d727d4a4b6e69419,image-to-text,gated,log_rank_mean,2.6886241210034374,0.5040637389962903,True,False,control-HI7-prompt1,bc6220578d25f44751f4cb64b47a0c2f5a4831b6bc72787e0f7f90a4031628a8,controls/control-HI7-prompt1/prefix-633.txt
HI7-prompt1-arithmetic,HI7-prompt1,f69bd73907bbc455526f261f1d8ac20bbcd6f2990ad095dc45c819502856547b,image-to-text,arithmetic,surprisal_bits_mean,0.2840159277689204,0.7821215917675128,False,True,control-HI7-prompt1,458d0aaf3b0f34ad25ff50d629c3278c13b8ae324bbf8dbd35592dd5230a4b8e,controls/control-HI7-prompt1/prefix-2048.txt
HI7-prompt1-arithmetic,HI7-prompt1,f69bd73907bbc455526f261f1d8ac20bbcd6f2990ad095dc45c819502856547b,image-to-text,arithmetic,log_rank_mean,0.10864457095219256,0.25889782424138763,False,True,control-HI7-prompt1,458d0aaf3b0f34ad25ff50d629c3278c13b8ae324bbf8dbd35592dd5230a4b8e,controls/control-HI7-prompt1/prefix-2048.txt
